pinSel,pinBank,pinDir,pinVal,noisePerMS,agcCnt,aStatus,aPower,rtcCalib,safeBoot,jammingState,xtalAbsent,reserved0,usedMask,VP_01,VP_02,VP_03,VP_04,VP_05,VP_06,VP_07,VP_08,VP_09,VP_10,VP_11,VP_12,VP_13,VP_14,VP_15,VP_16,VP_17,jamInd,reserved1,pinIrq,pullH,pullL
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',88,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',87,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',82,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',7,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',87,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',87,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',9,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',13,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',86,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',8,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',10,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',93,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x01\x00',99,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',9,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',99,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',10,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',99,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',7,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',92,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',92,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',92,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',9,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',98,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',98,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',98,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',98,3861,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',106,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',11,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',9,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',9,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',10,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',8,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',11,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',105,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',7,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',98,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',8,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',97,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',9,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',97,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',97,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',91,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',10,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',90,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',7,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',84,3159,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',6,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',90,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',7,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',90,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',8,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',90,3510,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',4,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
b'\xc1\x81\x00\x00',b'\x00\x00\x01\x00',b'\x00\x80\x00\x00',b'\xdfg\x00\x00',90,3861,1,2,1,0,0,0,133,b'\xbe\xff\x01\x00',b'\xff',b'\x00',b'\x01',b'\x03',b'\x02',b'\x10',b'\xff',b'\x12',b'\x13',b'\x14',b'\x15',b'\x0e',b'\n',b'\x0b',b'\x0f',b'D',b'\x16',5,23278,b'\x00\x00\x00\x00',b'\xdb{\x00\x00',b'\x00\x00\x00\x00'
